Word,Hindi Meaning
fantastic,ज़बरदस्त
evolution,क्रमागत उन्नति
patiently,धैर्यपूर्वक
reverse,उल्टा
survey,सर्वेक्षण
dug,खोदा
amuse,मन बहलाना
stretching,खींच
Isaac,इसहाक
forthwith,तुरंत
contemporary,समकालीन
foliage,पत्ते
receives,प्राप्त करना
scandal,कांड
donors,दाताओं
deliberate,सोचा-समझा
influenced,प्रभावित
intolerable,न सहने योग्य
hearth,भट्ठी
symbol,"चिन्ह, प्रतीक"
governments,सरकारों
repaired,मरम्मत
pleasantly,सुख से
homage,श्रद्धा
victorious,विजयी
Columbus,कोलंबस
recovery,स्वास्थ्य लाभ
defined,परिभाषित
attendants,परिचारिकाओं
modesty,नम्रता
Diana,डायना
washing,धुलाई
pavement,सड़क की पटरी
unnatural,अस्वाभाविक
decisive,निर्णयक
wisely,समझदारी से
precise,एकदम सही
negative,नकारात्मक
occurrence,घटना
snatched,छीन लिया
shaft,शाफ़्ट
linked,जुड़े हुए
festival,त्योहार
exclusively,केवल
Jove,जौव
wickedness,दुष्टता
visions,सपने
Maggie,मैगी
rosy,गुलाबी
carelessly,लापरवाही
stem,तना
corporation,निगम
DEC,दिसम्बर
feeding,खिलाना
Allen,एलन
cows,गायों
schemes,योजनाओं
preference,पसंद
urge,विनती करना
husbands,पति
labours,मजदूरों
shrill,अनिमेष
exercises,अभ्यास
sovereignty,संप्रभुता
reduce,कम करना
distressed,व्यथित
clearing,क्लियरिंग
removal,निष्कासन
dean,डीन
Scottish,स्कॉटिश
assertion,बल देकर कहना
accessible,पहुंच योग्य
comedy,कॉमेडी
flush,लालिमा
code,कोड
philosophers,दार्शनिकों
adequate,पर्याप्त
vaguely,थोड़ा
treason,राज-द्रोह
hunter,शिकारी
chambers,कक्षों
split,विभाजित करना
yielding,उपज
newsletter,समाचार पत्रिका
snake,साँप
pub.,पब।
historian,इतिहासकार
ass,नितंब
intensity,तीव्रता
democracy,लोकतंत्र
battery,बैटरी
draws,ड्रॉ
Netherlands,नीदरलैंड
creed,पंथ
liking,पसंद
Luke,ल्यूक
tyrant,तानाशाह
strove,प्रयास किया
attraction,आकर्षण
slaughter,वध
dismal,निराशाजनक
deposited,जमा किया
assent,अनुमति
cups,कप
concert,संगीत समारोह
downward,नीचे
canal,नहर
evenings,शामें
wax,मोम
detective,जासूसी
fancies,पसंद
spoiled,बिगड़ा हुआ
revolver,रिवाल्वर
Murray,मुरे
earned,अर्जित
analysis,विश्लेषण
finer,महीन
paces,ज्ञान प्राप्त किया
roaring,गर्जन
prompt,तत्पर
paperwork,कागजी कार्रवाई
wherefore,फिर क्या कारण है
emphasis,ज़ोर
sharing,बंटवारे
delayed,देर से
inherited,विरासत में मिला
bronze,पीतल
waking,जाग्रत
garment,परिधान
redistributing,पुनर्वितरण
wholesome,पौष्टिक
remorse,आत्मा ग्लानि
Plato,प्लेटो
Morris,मॉरिस
stooped,गिर
dew,ओस
monk,साधु
thrill,रोमांच
hue,रंग
exclusive,विशिष्ट
funds,फंड
porter,बोझ ढोनेवाला
uncommon,असामान्य
dash,थोड़ा सा
strained,तनावपूर्ण
confounded,चकित
swim,तैरना
strip,पट्टी
middle-aged,अधेड़
ultimately,अंत में
team,टीम
missionary,मिशनरी
esteemed,सम्मानित
tracks,पटरियों
envelope,लिफ़ाफ़ा
whoever,कोई भी हो
expensive,महंगा
headquarters,मुख्यालय
cherished,पोषित
brandy,ब्रांडी
startling,चौंकाने
homer,डाक का कबूतर
talks,बाते
acute,तीव्र
cigarette,सिगरेट
motor,मोटर
embarrassed,शर्मिंदा
Janet,जेनेट
volunteer,स्वयंसेवी
offspring,वंशज
network,नेटवर्क
reaches,पहुँचती है
indispensable,अपरिहार्य
plane,विमान
reaction,प्रतिक्रिया
regiments,रेजिमेंटों
g,जी
sums,रकम
partially,आंशिक रूप से
prejudices,पूर्वाग्रहों
proudly,गर्व से
baggage,सामान
terrace,छत
deaf,बहरा
allusion,संकेत
grip,पकड़
juice,रस
Isabel,इसाबेल
resigned,इस्तीफा दे दिया
humility,विनम्रता
Benjamin,बेंजामिन
blast,विस्फोट
ministry,मंत्रालय
sexual,यौन
Nile,नील
diameter,व्यास
troop,सेना
onward,आगे
crowds,भीड़
marrying,शादी
tightly,मज़बूती से
sullen,उदास
brutal,क्रूर
axe,कुल्हाड़ी
Holmes,होम्स
penalty,दंड
tops,सबसे ऊपर
diamond,हीरा
boards,बोर्डों
corridor,गलियारे
endowed,संपन्न
strengthened,मजबूत
cells,प्रकोष्ठों
proportions,अनुपात
alternate,एकांतर
echo,गूंज
restraint,संयम
trials,परीक्षणों
reads,पढ़ता
identity,पहचान
headed,नाम से लैस किया
softened,नरम
quivering,स्पंदन
stages,चरणों
sway,बोलबाला
poetical,काव्यगत
objected,आपत्ति की
screen,स्क्रीन
professed,पेशेवर
dirt,गंध
ascertained,निधारित
era,युग
wider,व्यापक
ambassador,दूत
constituted,गठित
breed,नस्ल
interference,दखल अंदाजी
eyebrows,भौहें
shapes,आकार
afar,दूर
consist,निहित होना
acceptance,स्वीकार
displays,प्रदर्शित करता है
flashing,चमकता
hunted,शिकार
beauties,सुंदरता
lazy,आलसी
shrewd,चालाक
extravagant,फ़िजूल ख़र्च
momentary,क्षणिक
cordial,हार्दिक
engineer,इंजीनियर
rapidity,तेज़ी
Nov,नवम्बर
halt,पड़ाव
alternative,विकल्प
devils,शैतानों
stamp,टिकट
compact,सघन
whites,गोरों
breathless,बेदम
encoding,एन्कोडिंग
drift,अभिप्राय
disappear,गायब होना
roared,गरजे
revived,पुनर्जीवित
counter,विरोध करना
Venus,शुक्र
imaginary,काल्पनिक
diminished,कम
honoured,सम्मानित
5th,5 वीं
despatched,भेजा
objections,आपत्तियों
ray,रे
climbing,चढ़ना
attract,आकर्षित
astonishing,आश्चर्यजनक
competition,मुकाबला
suggestions,सुझाव
ink,स्याही
oft,बहुधा
crystal,क्रिस्टल
shower,बौछार
diseases,बीमारी
Ferdinand,फर्डिनेंड
obedient,आज्ञाकारी
draught,प्रारूप
wondrous,चमत्कारिक
await,इंतजार
armour,हाथ - या
massive,बड़ा
bottles,बोतलों
kin,स्वजन
cellar,तहख़ाना
falsehood,झूठ
pillars,खंभे
Edgar,एडगर
philosophical,दार्शनिक
Martha,मरथा
worlds,संसारों
memorable,अविस्मरणीय
Jacques,जैक्स
detected,का पता चला
stealing,चोरी
noisy,कोलाहलयुक्त
henceforth,अब से
Cicero,सिसरौ
laden,लदी
frost,ठंढ
device,उपकरण
glare,चमक
touches,छूता
senate,प्रबंधकारिणी समिति
lasting,तक चलने वाले
communion,ऐक्य
transport,यातायात
Constantinople,कांस्टेंटिनोपल
coffin,ताबूत
eventually,आखिरकार
Johnny,छोकरा
enclosed,संलग्न करना
forgiveness,माफी
awfully,भय से
clinging,पकड़
darkened,अन्धेरा
contemplation,चिंतन
termed,करार दिया
manufacture,उत्पादन
swallow,निगलना
commonplace,सामान्य
Nancy,नैंसी
resembled,मची
she'd,छप्पर
labors,मजदूरों
contracted,संकुचित
inscription,शिलालेख
comfortably,आराम से
indulge,लिप्त
indulgence,आसक्ति
bravely,वीरता से
kneeling,घुटना टेककर
yea,हाँ
keenly,गौर से
exhibition,प्रदर्शनी
agricultural,कृषि संबंधी
enlightened,प्रबुद्ध
quest,खोज
compliments,मुबारकबाद
crest,क्रेस्ट
extension,विस्तार
uneasiness,असहजता
constitute,गठित करना
inflicted,प्रवृत्त
lakes,झील
swing,झूला
meadow,घास का मैदान
noblest,संभ्रांत
downloading,डाउनलोड
complex,जटिल
controversy,विवाद
freed,मुक्त किया गया
resignation,इस्तीफा
tempest,तूफ़ान
guidance,सलाह
prospects,संभावनाओं
humbly,विनम्रतापूर्वक
lined,पंक्तिवाला
serene,निर्मल
shrugged,सरका दिया
honours,सम्मान
roughly,अंदाज़न
checks,चेकों
remarkably,ध्यान से देखने से
dainty,सुन्दर
overhead,भूमि के ऊपर
commencement,प्रारंभ
singularly,अकेले
brightness,चमक
oppression,उत्पीड़न
repeatedly,बार बार
conspiracy,षड़यंत्र
restrain,नियंत्रित करना
splendor,धूम तान
preservation,संरक्षण
pub,पब
pepper,मिर्च
basin,घाटी
creeping,धीरे-धीरे
Matthew,मैथ्यू
publicly,सार्वजनिक रूप
Percy,पर्सी
continuing,जारी
grove,कुंज
calamity,आपदा
pony,टट्टू
vigour,ताक़त
melody,राग
profitable,लाभदायक
descendants,वंशज
hire,किराये पर लेना
speculation,अनुमान
discoveries,खोजों
accepts,स्वीकार
drunken,शराबी
candidate,उम्मीदवार
principally,मुख्यतः
worried,चिंतित
obstinate,जिद्दी
hasten,जल्दी करना
foreigners,विदेशियों
elderly,बुज़ुर्ग
overwhelmed,अभिभूत
instincts,सहज ज्ञान
telegraph,तार
Russell,रसेल
university,विश्वविद्यालय
ghastly,भयंकर
patron,संरक्षक
varying,परिवर्तनीय
barbarous,बर्बर
celestial,स्वर्गीय
t',टी'
patriotism,देश प्रेम
modify,संशोधित
earnestness,ईमानदारी
exertion,तनाव
fox,लोमड़ी
refusing,इनकार
horsemen,सवारों
inspection,निरीक्षण
stations,के स्टेशन
grieved,उदास
louder,जोर
bursting,फोड़
regretted,खेद व्यक्त किया
mournful,शोकपूर्ण
pursuing,पीछा करना
traitor,गद्दार
associations,संघों
cautious,सावधान
foundations,नींव
stamped,स्टाम्प
prior,पूर्व
undertook,चलाया
telegram,तार
beggar,याचक
chimney,चिमनी
complicated,उलझा हुआ
Davis,डेविस
striving,प्रयास
magistrates,मजिस्ट्रेटों
converse,उलटा
graces,गौरव
wiped,सफाया
oars,मल्लाहों
apology,क्षमायाचना
scared,डरा हुआ
imprisonment,कैद होना
eastward,पूर्व की ओर जानेवाला
substitute,स्थानापन्न
Yahweh,यहोवा
handful,मुट्ठी
usage,प्रयोग
lodged,दर्ज कराई
of.,का।
villain,खलनायक
banished,निर्वासित
restoration,मरम्मत
serpent,साँप
hedge,बाड़ा
k,क
jurisdiction,क्षेत्राधिकार
captains,कप्तान
settlers,बसने
gaining,प्राप्त कर रहा
valiant,बहादुर
primary,मुख्य
storms,तूफान
beam,खुशी से उछलना
Victoria,विक्टोरिया
tour,यात्रा
prophecy,भविष्यवाणी
spectacles,चश्मा
obsolete,अप्रचलित
buying,क्रय करना
shepherd,चरवाहा
wells,कुओं
Harriet,हेरिएट
exaggerated,अतिशयोक्तिपूर्ण
heated,तप्त
penetrated,प्रवेश
travels,यात्रा
earl,राजा
hereditary,अनुवांशिक
Ali,अली
supernatural,अलौकिक
competent,सक्षम
piled,नुकीला
hostess,मालकिन
agriculture,कृषि
boughs,टहनियों
urgent,अति आवश्यक
gratified,संतोष
suffice,पर्याप्त
ports,बंदरगाहों
drifted,हो गए
accuracy,शुद्धता
deceased,मृतक
circular,परिपत्र
securing,हासिल करने
possibilities,संभावनाओं
Rhine,राइन
alert,चेतावनी
neighboring,पड़ोसी
democratic,लोकतांत्रिक
Quebec,क्यूबेक
bud,कली
accounted,जिम्मेदार
aided,एडेड
Augustus,ऑगस्टस
blanket,कंबल
hail,ओला
pretence,दिखावा
beams,बीम
Andy,एंडी
pig,सुअर
shaped,आकार का
oven,तंदूर
rounded,गोल
ivory,हाथी दांत
northward,उत्तर की ओर
isolated,पृथक
policeman,पोलिस वाला
Aug,अगस्त
conventional,पारंपरिक
Babylon,बेबीलोन
dusty,मटमैला
bishops,बिशप
complaints,शिकायतों
stripped,छीन
plead,निवेदन करना
hinder,बाधा पहुंचाना
8vo,8vo
cord,रस्सी
flows,बहती
personage,व्यक्ति
classical,क्लासिक
alongside,साथ - साथ
wrongs,गलतियों को सुधारने
extract,निचोड़
rewarded,पुरस्कृत
lungs,फेफड़े
lighter,लाइटर
kisses,चुम्बने
serves,कार्य करता है
pint,पिंट
forgiven,माफ़ कर दिया
sternly,कड़ाई से
proclamation,घोषणा
realised,समझना
pipes,पाइप्स
arising,उत्पन्न
pitched,पिच
tube,ट्यूब
observer,देखने वाला
smote,धब्बा
avenue,मार्ग
elephant,हाथी
Burke,मना करना
footing,आधार
statesman,राजनेता
rebels,विद्रोहियों
nails,नाखून
wears,पहनता
doomed,अपराधी
edges,किनारों
Esther,एस्थर
Indiana,इंडियाना
affecting,प्रभावित करने वाले
stormy,तूफ़ानी
bee,मधुमक्खी
bury,दफ़नाना
efficient,दक्ष
mix,मिक्स
Word,शब्द
supporting,सहायक
actor,अभिनेता
disturbance,अशांति
sweat,पसीना
executive,कार्यपालक
seemingly,मालूम होता है
tenth,दसवां
blossoms,फूल
Ethel,इथेल
folds,परतों
painfully,दर्दनाक
polish,पोलिश
shudder,कंपकंपी
oe.,ओई।
roofs,छतों
comparative,तुलनात्मक
begging,भीख मांगना
imposing,भव्य
notable,प्रसिद्ध
invested,निवेश
imprisoned,बन्दी
mute,आवाज़ बंद करना
Amy,एमी
cage,पिंजरा
esq,एस्क
pg,स्नातकोत्तर
cured,ठीक हो
cargo,माल
prof.,प्रो
negotiations,वार्ता
assented,अनुमति प्राप्त करनी होती
jail,जेल
skilful,कुशल
ideals,आदर्शों
conferred,प्रदत्त
resulted,परिणामस्वरूप
illusion,मोह माया
torment,यातना
troublesome,परेशानी
crowns,मुकुट
Feb,फ़रवरी
repentance,पछतावा
blankets,कम्बल
proprietor,मालिक
uncertainty,अनिश्चितता
concentrated,केंद्रित
Mediterranean,आभ्यंतरिक
covers,कवर
scream,चीख
compromise,समझौता
respectful,विनीत
chariot,रथ
ammunition,गोलाबारूद
bonnet,ढक्कन
secondary,माध्यमिक
Persia,फारस
persecution,उत्पीड़न
lesser,कमतर
assistant,सहायक
saluted,सलाम किया
fits,फिट
indulged,उकसाया हुआ
springing,वसंत
cane,बेंत
fold,तह
boundary,सीमा
valued,महत्वपूर्ण
she'll,सीप
rugged,ऊबड़ - खाबड़
aloft,ऊपर
thieves,चोरों
parlour,पार्लर
indebted,ऋणी
tons,टन
processes,प्रक्रियाओं
Dave,डेव
Moore,मूर
argue,बहस करना
dearly,नरमी से
logic,तर्क
panic,घबराहट
restrained,स्र्द्ध
lb,lb
vainly,व्यर्थ से
weariness,थकावट
enlarged,बढ़े
Franklin,फ्रेंकलिन
tasted,चखा
rural,ग्रामीण
torrent,टोरेंट
resolute,दृढ़
refrain,रोकना
kissing,चुंबन
gorgeous,मनमोहक
meets,को पूरा करती है
circulation,प्रसार
passionately,पूरी भावना
inasmuch,यद्यपि
unexpectedly,अप्रत्याशित रूप से
stress,तनाव
consumption,उपभोग
groan,कराहना
suits,सूट
sustain,बनाए रखना
hosts,मेजबान
crash,टकरा जाना
resemble,समान होना
epoch,युग
quote,उद्धरण
lacking,कमी
nominally,नाममात्र
choked,चोक हो चुके
aristocracy,शिष्टजन
granite,ग्रेनाइट
gradual,क्रमिक
delights,प्रसन्न
hurled,फेंके
joyful,आनंदपूर्ण
sack,थैला
slumber,नींद
detached,जुदा जुदा
snapped,बोले
shadowy,छायादार
accompanying,साथ में
annoyance,चिढ़
crush,चूर-चूर करना
needle,सुई
repent,मन फिराओ
phenomenon,तथ्य
execute,निष्पादित
canst,कैनस्ट
smoked,स्मोक्ड
greet,नमस्कार
monarchy,साम्राज्य
behave,ठीक से व्यवहार करना
richly,बड़े पैमाने पर
controlled,को नियंत्रित
strive,कोशिश करना
endeavor,प्रयास
barrier,रुकावट
Canadian,कैनेडियन
curve,वक्र
politeness,शील
flora,वनस्पति
rely,भरोसा करना
flank,दिशा
convenience,सुविधा
courteous,विनम्र
logs,लॉग
lamb,मेमना
effectually,असर में
Robinson,रॉबिन्सन
logical,तार्किक
shan't,नहीं
dimly,dimly
withered,मुरझाया हुआ
diet,आहार
praises,प्रशंसा
fulfil,पूरा
mantle,आच्छादन
ne'er,कदापि नहीं
discussing,पर चर्चा
chicken,मुर्गा
judicial,अदालती
consistent,लगातार
ridicule,उपहास
as.,जैसा।
reins,लगाम
barrel,बैरल
distrust,शक
trunks,चड्डी
verily,वास्तव में
hunters,शिकारी
feather,पंख
desperately,सख्त
goodly,सुडौल
habitual,अभ्यस्त
voluntary,स्वैच्छिक
luncheon,लंच
eighteenth,अठारहवाँ
exertions,थकान
expert,विशेषज्ञ
coolly,आराम से
mistakes,गलतियां
tedious,दिलचस्प
contemplated,विचार
Clark,क्लार्क
jacket,जैकेट
gleaming,चमचमाती
shrank,सिकुड़ गया
swimming,तैराकी
Kent,केंट
perplexed,विकल
impressive,प्रभावशाली
universally,सार्वभौमिक
displeasure,अप्रसन्नता
maids,नौकरानी
rates,दरें
underneath,नीचे
expedient,उपाय
Emma,एम्मा
impress,प्रभावित करना
bees,मधुमक्खियों
bounded,घिरे
worshipped,पूजा की
resisted,विरोध
provincial,प्रांतीय
popularity,लोकप्रियता
baker,"बेकर, नानबाई"
shattered,बिखर
merciful,कृपालु
olive,जैतून
tramp,आवारा
compensation,नुकसान भरपाई
Ernest,अर्नेस्ट
martial,सामरिक
genial,मिलनसार
Syria,सीरिया
conjecture,अनुमान लगाना
van,वैन
waiter,परिचारक
detained,हिरासत में लिया
items,सामान
promote,को बढ़ावा देना
Delaware,डेलावेयर
covenant,नियम
nought,शून्य
interposed,परस्पर
seizing,अधिकार
sinner,पाप करनेवाला
vigor,ताक़त
devote,समर्पित
decorated,सजा हुआ
sentimental,भावुक
yoke,घोड़े का अंसबंध
properties,गुण
warlike,जंगी
perilous,जोखिम
threats,धमकी
kindled,संदीप्त
lays,लेज
hostility,शत्रुता
dragging,खींचना
mare,घोड़ी
regulations,नियमों
obstacle,व्यवधान
sage,साधू
destitute,निराश्रित
pays,भुगतान करता है
sleepy,उनींदा
Dublin,डबलिन
Jonathan,जोनाथन
posterity,भावी पीढ़ी
they'd,वे चाहते
nod,सिर हिलाकर सहमति देना
mason,मकान बनाने वाला
patriotic,देशभक्तिपूर्ण
plantation,पेड़ लगाना
pitiful,रहमदिल
foster,पोषक
requisite,मांग
expose,खुलासा
oxen,बैलों
patch,पैबंद
Anderson,एंडरसन
Stuart,स्टुअर्ट
interruption,व्यवधान
lance,बरछा
payable,देय
definition,परिभाषा
birthday,जन्मदिन
thumb,अँगूठा
wolves,भेड़िया
hammer,हथौड़ा
overwhelming,ज़बर्दस्त
intensely,तीव्रता से
revolutionary,क्रांतिकारी
fragrant,सुगंधित
bleeding,खून बह रहा है
sheltered,आश्रय
circuit,सर्किट
dominions,उपनिवेश
sales,बिक्री
energetic,शक्तिशाली
insignificant,तुच्छ
repetition,दुहराव
we'd,बुध
amazing,अद्भुत
trains,ट्रेनें
skirts,स्कर्ट
tip,बख्शीश
trivial,मामूली
kick,लात
tended,प्रवृत्ति
rejoicing,आनन्द
dig,गड्ढा करना
pet,पालतू
skull,खोपड़ी
lectures,व्याख्यान
ness,सत्ता
threat,धमकी
legislature,विधान मंडल
plunder,लूट
removing,को हटाने
jungle,जंगल
ghosts,भूत
numbered,गिने
famine,अकाल
palaces,महलों
sorrowful,उदास
improvements,सुधार
Coleridge,कोलेरिज
fuller,कपड़ा साफ करनेवाला
asp,एएसपी
blocks,ब्लाकों
darted,जातीं
shrine,मंदिर
heel,एड़ी
typical,ठेठ
throws,फेंकता
fortunately,सौभाग्य से
recognise,पहचानना
fuel,ईंधन
6th,6
tranquil,शांत
frown,घुड़की
destination,गंतव्य
plunge,डुबकी
moor,दलदल
pin,नत्थी करना
mars,मंगल ग्रह
associate,संबंद्ध करना
here's,यहाँ है
Owen,ओवेन
10th,10 वीं
Arabic,अरबी
vicious,दुष्ट
framed,फंसाया
banquet,भोज
expressive,अर्थपूर्ण
instinctively,सहज
lighting,प्रकाश
scanning,स्कैनिंग
subordinate,अधीनस्थ
jaws,जबड़े
patent,पेटेंट
courtyard,आंगन
gulf,खाड़ी
destroying,नष्ट
detailed,विस्तृत
regulating,विनियमन
closet,अलमारी
compel,मजबूर
inland,इनलैंड
excepting,के सिवा
pretext,बहाना
legislative,विधायी
stationed,तैनात
rash,खरोंच
margin,अंतर
champion,चैंपियन
settling,बसने
billion,एक अरब
shorter,कम
betwixt,बीच में
admiring,निहार
Morgan,मॉर्गन
nick,छेद
chemical,रासायनिक
chapters,अध्याय
worthless,बेकार
aristocratic,भव्य
Nan,नेन
especial,अपवादभूत
hon,माननीय
attentive,सचेत
maintenance,भरण पोषण
Charlie,चार्ली
explanatory,व्याख्यात्मक
differently,अलग ढंग से
furiously,जिस
pulse,धड़कन
scanty,अल्प
flee,भागना
admiral,एडमिरल
clause,धारा
resume,फिर शुरू करना
compound,मिश्रण
pilot,पायलट
growled,भुनभुनाकर
charmed,मन प्रसन्न कर दिया
imitate,नकल करना
happening,हो रहा
knot,गांठ
rags,लत्ता
mock,हँसी उड़ाना
majestic,आलीशान
messages,संदेशों
Prussian,प्रशिया
suspense,कौतुहल
Clare,क्लेयर
relationship,रिश्ता
skirt,स्कर्ट
agency,एजेंसी
arisen,उत्पन्न हो
grin,मुसकान
unusually,असामान्य रूप से
Michigan,मिशिगन
hoarse,कर्कश
mills,मिल्स
intently,आशय से
dining,भोजन
demonstration,प्रदर्शन
depression,डिप्रेशन
lain,लपेटना
expectations,अपेक्षाएं
joining,में शामिल होने
weekly,साप्ताहिक
trenches,खाइयों
technical,तकनीकी
vehicle,वाहन
aimed,उद्देश्य से
borrow,उधार
flattering,चापलूसी
Portugal,पुर्तगाल
prodigious,विलक्षण
scope,दायरा
vegetation,वनस्पति
Switzerland,स्विट्ज़रलैंड
Arkansas,अर्कांसस
swelling,सूजन
fortified,दृढ़
favoured,इष्ट
salute,सलाम
topic,विषय
blushed,शराबी
superb,शानदार
strengthen,को मजबूत
confidential,गुप्त
crow,कौआ
shawl,शाल
sunrise,सूर्योदय
sings,गाती
coats,कोट
sturdy,तगड़ा
dissolved,भंग
lifetime,जीवन काल
dispersed,तितर - बितर
sergeant,उच्च श्रेणी का वकील
contribute,योगदान देना
strode,स्ट्रोड
brigade,ब्रिगेड
verdict,निर्णय
they've,वे
honors,सम्मान
panting,हाँफने
females,महिलाओं
richest,सबसे अमीर
attribute,विशेषता
brighter,उज्जवल
hook,अंकुश
discontent,असंतोष
orderly,व्यवस्थित
airs,एयर्स
tiger,बाघ
messengers,दूत
penetrate,घुसना
Sabbath,विश्राम का समय
identification,पहचान
holiness,परम पूज्य
crooked,कुटिल
housekeeper,नौकरानी
productions,प्रस्तुतियों
prescribed,नियत
rector,अधिशिक्षक
spark,स्पार्क
sleeve,आस्तीन
honored,सम्मानित
tame,वश में
highway,हाइवे
Alabama,अलाबामा
Edmund,एडमंड
militia,मिलिशिया
nobleman,रईस
energies,ऊर्जा
spacious,विशाल
tearing,फाड़
affliction,यातना
photograph,फोटो
ally,मित्र
Hampshire,हैम्पशायर
ascent,आरोहण
ditch,छोड़ देना
fishes,मछलियों
Jupiter,बृहस्पति
rubbing,मलाई
tract,प्रणाली
standards,मानकों
afore,आगे
ribbon,फीता
Cecilia,सीसिलिया
Oregon,ओरेगन
integrity,अखंडता
plus,प्लस
transparent,पारदर्शी
farms,फार्म
pulpit,मंच
ropes,रस्सियों
nineteen,उन्नीस
rescued,बचाया
counting,गिनती
perfume,इत्र
Socrates,सुकरात
hounds,शिकारी कुत्ता
solicited,मांगा
bother,परेशान करना
fascinating,चित्ताकर्षक
qualified,योग्य
desolation,वीरानी
essay,निबंध
rains,बारिश
renew,नवीकरण
odious,घिनौना
assuredly,विश्वासपूर्वक
suggests,पता चलता है
rider,सवार
loneliness,अकेलापन
pond,तालाब
activities,गतिविधियां
dazzling,चकाचौंधा
leaping,उछाल
squadron,स्क्वाड्रन
bowing,झुकने
novelty,नवीनता
wrist,कलाई
keeper,रखने वाले
homeward,घर की ओर
Alexandria,सिकंदरिया
finely,सूक्ष्मता
li,ली
efficiency,क्षमता
marvel,चमत्कार
tranquillity,शांति
Agnes,एग्नेस
charities,दान
Spenser,स्पेंसर
condemn,निंदा करना
elephants,हाथियों
elders,बड़ों
Julian,जूलियन
tries,कोशिश करता
2nd,2
sweetly,मधुरता से
endurance,सहनशीलता
bags,बैग
reared,पाला
jaw,जबड़ा
unique,अद्वितीय
navigation,पथ प्रदर्शन
inevitably,अनिवार्य रूप से
admirably,सराहनीय
sect,संप्रदाय
drum,ड्रम
poles,डंडे
verge,कगार
piercing,पियर्सिंग
sanction,प्रतिबंध
Russians,रूसियों
forlorn,अनाथ
approbation,प्रशंसा
organic,कार्बनिक
Stanley,स्टेनली
allegiance,निष्ठा
bin,बिन
expressly,स्पष्ट रूप से
ingenuity,सरलता
dispose,निपटाने
stained,दाग
theology,धर्मशास्र
withal,साथ ही साथ
duration,अवधि
fundraising,धन उगाहने
adj.,adj।
collecting,संग्रह
weigh,तौलना
sweetest,सबसे प्यारी
float,पानी पर तैरना
consul,कौंसल
monastery,मठ
raging,प्रकोप
publish,प्रकाशित करना
knocking,दस्तक
precaution,एहतियात
privately,निजी तौर पर
Aaron,हारून
endeavored,प्रयास
insight,अंतर्दृष्टि
definitely,निश्चित रूप से
stature,डील-डौल
Troy,ट्रॉय
Miriam,मरियम
Judah,यहूदा
oblige,उपकृत
urging,आग्रह
shift,खिसक जाना
mould,साँचे में ढालना
courses,पाठ्यक्रम
countless,अनगिनत
associates,सहयोगियों
hymn,भजन
rapture,उत्साह
tonight,आज रात
trumpet,तुरही
Parker,पार्कर
entrusted,सौंपा
firmness,दृढ़ता
comic,हास्य
breeding,प्रजनन
ken,केन
questioning,पूछताछ
factor,कारक
monuments,स्मारकों
loveliness,सुंदरता
handled,संभाला
communities,समुदाय
saloon,बड़ा दालान
stumbled,ठोकर खाई
witch,डायन
confronted,सामना
traveling,यात्रा का
seamen,नाविक
backed,समर्थित
profoundly,गंभीरतापूर्वक
gladness,हर्ष
pomp,वैभव
mess,गड़बड़
practise,अभ्यास
sanctuary,अभ्यारण्य
superstitious,वहमी
casual,लापरवाह
Iowa,आयोवा
analyzed,विश्लेषण किया
historic,ऐतिहासिक
bored,ऊबा हुआ
shrink,सिकुड़ना
judging,पहचानने
treating,इलाज
expenditure,व्यय
encouraging,उत्साहजनक
diplomatic,कूटनीतिक
forcing,जबरदस्ती
studio,स्टूडियो
exposure,संसर्ग
crude,अपरिष्कृत
compilation,संकलन
Vermont,वरमोंट
eve,पूर्व संध्या
ascend,Ascend
unbroken,अभंग
Apollo,अपोलो
countess,काउंटेस
binding,बंधन
exceed,सीमा पार करना
frail,अनैतिक
Hans,हंस
champagne,शैंपेन
shuddered,थरथराया हुआ
carter,गाड़ीवान
mule,खच्चर
inserted,डाला
parson,पादरी
rascal,दुष्ट
inspire,प्रेरित करना
banner,बैनर
divorce,तलाक
treacherous,नमक हराम
nineteenth,उन्नीसवां
invalid,अमान्य
weaker,कमज़ोर
organizations,संगठनों
bolt,पेंच
ticket,टिकट
backwards,पीछे की ओर
captivity,क़ैद
lame,झूठा
provoked,उकसाया
vein,नस
lists,सूचियों
gallop,सरपट
communications,संचार
dagger,कटार
passive,निष्क्रिय
shoe,जूता
thrice,तीन बार
corrected,संशोधित
mystic,रहस्यवादी
infancy,बचपन
foam,झाग
Keith,कीथ
tavern,सराय
fraud,धोखा
7th,7
cradle,पालना
rifles,राइफल
vigorously,ज़ोरों के साथ
censure,निंदा
gentleness,सौम्यता
jr,जे आर
sobbing,रोना
monotonous,नीरस
explosion,विस्फोट
catastrophe,तबाही
respectfully,सम्मान से
wearied,उकता
cats,बिल्ली की
blamed,को दोषी ठहराया
needful,ज़रूरत
fireplace,चिमनी
gravel,कंकड़
affords,मिलता
discovering,खोज
jar,जार
selfishness,स्वार्थपरता
tolerably,यों ही
clerks,क्लर्कों
ark,संदूक
moist,नम
wid,चौड़ा
sauce,चटनी
prompted,के लिए प्रेरित किया
exceptions,अपवाद
bullets,गोलियों
writ,रिट
Bruce,ब्रूस
insolent,बदतमीज
moisture,नमी
Thompson,थॉम्पसन
