hesitate,संकोच करना
deepest,गहरे
lordship,प्रभुत्व
feminine,संज्ञा
monstrous,राक्षसी
tongues,जीभ
barely,मुश्किल से
3d,3 डी
mansion,हवेली
facility,सुविधा
praised,की सराहना की
warranties,वारंटियों
Sarah,सारा
happier,खुश
indicating,यह दर्शाता है
rob,लूटना
gigantic,विशाल
honey,शहद
ladder,सीढ़ी
ending,समापन
Wales,वेल्स
swallowed,निगल गया
sunny,धूप
knelt,घुटना
tyranny,अत्याचार
decree,हुक्मनामा
stake,दांव लगाना
divide,विभाजित करना
dreaming,सपना देखना
proclaimed,की घोषणा की
dignified,अभिमानी
tread,चाल
mines,खानों
viewing,देखने
defense,रक्षा
oldest,सबसे पुराने
incredible,अविश्वसनीय
bidding,बोली लगाने
brick,ईंट
arch,मेहराब
everlasting,चिरस्थायी
elect,इलेक्ट्रोनिक
sprung,उछला
harder,और जोर से
winding,समापन
deductible,छूट
magistrate,मजिस्ट्रेट
respective,संबंधित
imitation,नकल
shy,संकोची
perished,मारे गए
studying,पढ़ते पढ़ते
eighty,अस्सी
Hebrew,यहूदी
unfortunately,दुर्भाग्य से
licensed,लाइसेंस प्राप्त
fog,कोहरा
bits,बिट्स
moves,चाल
r,आर
warn,चेतावनी देना
Taylor,टेलर
vile,नीच
Phil,फिल
legend,दंतकथा
locations,स्थानों
shallow,उथला
doom,कयामत
dreaded,खूंखार
encouragement,प्रोत्साहन
impatiently,बेसब्री से
scent,खुशबू
varieties,किस्मों
irregular,अनियमित
battles,लड़ाई
compass,दिशा सूचक यंत्र
neighbouring,पड़ोसी
bliss,परमानंद
harvest,फसल काटना
promotion,पदोन्नति
stove,चूल्हा
faithfully,ईमानदारी
excellence,उत्कृष्टता
transfer,स्थानांतरण करना
awaited,बहुप्रतीक्षित
heathen,बुतपरस्त
poetic,पुरजोश
illustrated,इलस्ट्रेटेड
Gilbert,गिल्बर्ट
bundle,बंडल
rebel,बागी
joys,खुशियों
rigid,कठोर
tragic,दुखद
review,समीक्षा
representing,का प्रतिनिधित्व
flowed,प्रवाहित
brows,भौंक
whereupon,जिस
terribly,बहुत
melted,पिघला हुआ
venerable,सम्मानित
towers,टावर्स
cooking,खाना बनाना
mustn't,मना है
suspicions,शक
old-fashioned,पुराने ज़माने का
oppressed,उत्पीड़ित
Australia,ऑस्ट्रेलिया
revolt,विद्रोह
swell,सूजना
improve,सुधारें
Williams,विलियम्स
describes,का वर्णन करता है
goddess,देवी
wreck,जहाज के मलबे
Tennessee,टेनेसी
convince,मनवाना
sentences,वाक्य
bowl,कटोरा
radiant,दीप्तिमान
westward,पश्चिम की ओर
indignant,क्रोधित
refined,परिष्कृत
unseen,अगोचर
illustration,चित्रण
pertaining,संबंधित
swamp,दलदल
Austrian,ऑस्ट्रिया
Saxon,सैक्सन
congregation,मंडली
nerve,नस
undertaking,उपक्रम
disclaimer,अस्वीकरण
characteristics,विशेषताएँ
stare,एकटक देखना
specimens,नमूनों
ascertain,पता लगाना
pledge,प्रतिज्ञा करना
earn,कमाना
warfare,युद्ध
supposing,मान
subsequently,बाद में
attending,में भाग लेने
angrily,गुस्से से
select,चुनते हैं
animated,एनिमेटेड
hurriedly,हड़बड़ी
manhood,मनुष्यता
quantities,मात्रा
interpretation,व्याख्या
Word,शब्द
dressing,ड्रेसिंग
rejoiced,आनन्द किया
Edinburgh,एडिनबरा
challenge,चुनौती
produces,का उत्पादन
forbid,रोकना
gang,गिरोह
boiled,उबला हुआ
shouts,चिल्लाने
so-called,तथाकथित
theme,थीम
thankful,कृतज्ञ
admission,प्रवेश
enters,में प्रवेश करती है
pool,पोखर
terrified,भीगी बिल्ली
lads,लड़के
persisted,मौजूदा
conference,सम्मेलन
equality,समानता
genus,जाति
didst,भूतकाल
newly,नए नए
generals,जनरलों
surroundings,परिवेश
sorrows,दु: ख
occasioned,मचना
invasion,आक्रमण
workmen,कामगार
monks,भिक्षु
sends,भेजता है
Turkish,तुर्की
discretion,विवेक
pattern,नमूना
reveal,प्रकट करना
endured,सहा
resolve,हल करना
Columbia,कोलंबिया
preach,धर्म का उपदेश देना
ringing,बज
triumphant,विजयी
defiance,अवज्ञा
errand,दूतकर्म
woke,उठा
grandmother,दादी मा
weighed,तौला
wool,ऊन
communicate,बातचीत करना
strikes,हमले
promising,का वादा
scenery,प्राकृतिक दृश्य
righteous,न्याय परायण
essentially,अनिवार्य रूप से
oppose,का विरोध
joyous,आनंदित
specimen,नमूना
doctors,डॉक्टरों
eloquent,सुवक्ता
manager,प्रबंधक
organs,अंग
sticks,चिपक जाती है
drag,खींचें
haunted,अड्डा
chorus,सहगान
rational,तर्कसंगत
processing,प्रसंस्करण
accurate,सटीक
wolf,भेड़िया
adorned,विभूषित
sheets,पत्रक
resort,सहारा लेना
refusal,इनकार
bond,गहरा संबंध
vicinity,आस-पास
preacher,उपदेशक
sympathetic,सहानुभूति
casting,ढलाई
opens,खुलती
prophets,भविष्यद्वक्ताओं
horns,सींग का
warmly,दिल से
salary,वेतन
Satan,शैतान
continual,निरंतर
defended,बचाव किया
breaks,ब्रेक
workers,कर्मी
lantern,लालटेन
balls,गेंदों
rod,छड़
blaze,ज्वाला
examining,की जांच
Naples,नेपल्स
peculiarly,विचित्र रूप से
vegetables,सब्जियां
ingenious,सरल
excite,एक्साइट
Howard,हावर्ड
horseback,घोड़े की पीठ
Louisiana,लुइसियाना
wildly,बेतहाशा
mouths,मुंह
carpet,कालीन
sadness,उदासी
customary,प्रथागत
circles,हलकों
aren't,नहीं कर रहे हैं
wonderfully,शानदार
max,मैक्स
successor,उत्तराधिकारी
allied,सम्बद्ध
ceiling,छत
confirmation,पुष्टीकरण
glances,दृष्टि
goal,लक्ष्य
representations,अभ्यावेदन
cash,नकद
vacant,खाली
antiquity,प्राचीन काल
despise,घृणा
lawn,घास का मैदान
they'll,वे हूँ
appealed,अपील की
turkey,तुर्की
texts,ग्रंथों
neighbor,पड़ोसी
spreading,प्रसार
discharged,डिस्चार्ज किया हुआ
phrases,वाक्यांशों
ultimate,परम
tastes,स्वाद
submission,प्रस्तुत करने
entry,प्रवेश
Rachel,राहेल
blush,शरमाना
monument,स्मारक
hardy,साहसी
thorough,अच्छी तरह
ein,ईआईऍन
ecclesiastical,गिरिजाघर
fertile,उर्वर
exciting,रोमांचक
captive,बंदी
severity,तीव्रता
considerations,विचार
shew,तड़क-भड़क
faster,और तेज
Louise,लुईस
grandeur,शान
winning,जीत
solely,अकेले
globe,ग्लोब
malice,द्वेष
echoed,गूँजती
lodging,अस्थायी आवास
conservative,अपरिवर्तनवादी
throng,भीड़
prosperous,समृद्ध
whistle,सीटी
floated,जारी
transferred,तबादला
declaring,घोषित
reckoned,माना
bite,दांत से काटना
thoughtfully,सोच समजकर
breach,उल्लंघन करना
enthusiastic,उत्साही
cars,कारों
downstairs,सीढ़ी के नीचे
allowing,की इजाजत दी
invite,आमंत्रित करना
adjoining,साथ लगा हुआ
dusk,गोधूलि बेला
cathedral,the principal church of a diocese and with which the bishop is officially associated
truths,सत्य
plague,प्लेग
sandy,रेतीले
boil,उबलना
Caroline,कैरोलीन
beautifully,खूबसूरती से
inhabited,बसे हुए
tomorrow,कल
exclamation,विस्मयादिबोधक
finishing,परिष्करण
shocked,हैरान
escort,अनुरक्षण
forgetting,भूल
hanged,फांसी पर लटका दिया
hats,सलाम
mirth,प्रमोद
uncomfortable,असुविधाजनक
Connecticut,कनेक्टिकट
bows,धनुष
pierced,छिद्रित
harbor,बंदरगाह
rubbed,मला
apparatus,उपकरण
mysteries,रहस्यों
honesty,ईमानदारी
negroes,हबशियों
concerns,चिंताओं
assert,ज़ोर
ceremonies,समारोह
sacrificed,बलिदान
utterance,कथन
dismay,बेचैनी
fright,भय
rail,रेल
reflections,कुछ विचार
crops,फसलें
pushing,धक्का
proves,साबित होता है
jimmy,सर्व-कुंची
pathetic,दयनीय
imperfect,अपूर्ण
haughty,घमंडी
navy,नौसेना
fortress,किले
hurrying,जल्दी
x,एक्स
blessings,आशीर्वाद का
attempting,प्रयास करने से
insects,कीड़े
selling,बेचना
appreciation,प्रशंसा
suppressed,दबा दिया
acquire,अधिग्रहण करना
offensive,आक्रामक
ripe,परिपक्व
dresses,कपड़े
reigned,राज्य करता रहा
coldly,स्र्काई से
candles,मोमबत्ती
km,किमी
sixth,छठा
blazing,प्रज्वलन
mask,मुखौटा
Florida,फ्लोरिडा
parlor,बैठक
decidedly,निश्चित
whereby,जिसके तहत
Gordon,गॉर्डन
reverend,श्रद्धेय
successive,क्रमिक
perception,अनुभूति
buffalo,भेंस
sire,the male parent of an animal or especially a stallion or bull kept for breeding
develop,विकास करना
function,समारोह
morals,नैतिकता
damned,शापित
vexed,झगड़े का
2d,2 डी
pouring,डालने का कार्य
bullet,गोली
excessive,अत्यधिक
identical,सदृश
cliffs,चट्टानों
tools,औजार
Byron,बायरन
piety,शील
superstition,अंधविश्वास
git,गिटा
substantial,संतोषजनक
prevail,प्रचलित होना
wiser,समझदार
preaching,उपदेश
prolonged,लंबा
annoyed,नाराज हो
Westminster,वेस्टमिनिस्टर
splendour,धूम तान
remembering,याद आती
Richmond,रिचमंड
upset,परेशान
cab,कैब
bunch,गुच्छा
pencil,पेंसिल
subjected,अधीन
vegetable,सबजी
exhibit,दिखाना
emerged,उभरा
cooked,पकाया
hay,सूखी घास
Kansas,कान्सास
gale,आंधी
preached,प्रचार
Arnold,अर्नोल्ड
trousers,पैजामा
debate,बहस
dated,दिनांक चढ़ा हुआ
tumult,कोलाहल
corruption,भ्रष्टाचार
summons,समन
comrade,साथी
hears,सुनता
lingered,लिंग वाला
propriety,औचित्य
stillness,शांति
partial,आंशिक
welcomed,स्वागत किया
cabinet,अलमारी
proceeds,प्राप्ति
vow,व्रत
quaint,विचित्र
soup,शोरबा
beef,गौमांस
rests,टिकी हुई है
slay,टूटना
surgeon,शल्य चिकित्सक
irresistible,अथक
sealed,सील
repeating,दोहरा
allowance,भत्ता
undertaken,कार्य शुरू
treachery,द्रऋह
posts,पदों
borders,सीमाओं
attendant,परिचारक
unite,यूनाईटेड
murderer,मार डालनेवाला
owners,मालिकों
NM,समुद्री मील दूर
sweeping,झाड़ू मारना
unconsciously,अनजाने में
blade,ब्लेड
saviour,रक्षक
theories,सिद्धांतों
Graham,ग्राहम
behaved,व्यवहार किया
pleaded,वकालत की
spy,जासूस
lawful,क़ानूनी
Tommy,मामूली सिपाही
seasons,मौसम के
withdrawn,वापस लिया गया
reckless,लापरवाह
factory,कारखाना
shades,रंगों
gossip,गप करना
seventh,सातवीं
attendance,उपस्थिति
robes,वस्त्र
journal,पत्रिका
systems,प्रणाली
Dryden,ड्राइडन
Maine,मैंने
token,टोकन
intimacy,आत्मीयता
abstract,सार
machines,मशीनों
bestow,प्रदान करना
chanced,संयोग
locks,ताले
honestly,ईमानदारी से
legitimate,वैध
accent,लहजा
ragged,टुकड़े टुकड़े कर दिया
Thursday,गुरुवार
manifested,प्रकट
fidelity,सत्य के प्रति निष्ठा
swinging,झूला
descending,उतरते
sincerely,ईमानदारी से
bred,नस्ल
whereof,जिसका
indies,इंडीज
novels,उपन्यास
league,संघ
failing,असफलता
succeeding,सफल
Santa,सांता
approve,मंजूर
cautiously,सतर्कता से
miller,चक्कीवाला
afflicted,संतप्त
lodgings,आवास
petition,a formal written request typically one signed by many people appealing to authority in respect of a particular cause
traffic,ट्रैफ़िक
sparkling,शानदार
limb,अवयव
architecture,वास्तुकला
disposal,निपटान
carriages,गाड़ी
crack,दरार
kindred,आत्मीय
naught,शून्य
ornament,आभूषण
slew,धसान
steward,प्रबंधक
fantastic,ज़बरदस्त
evolution,क्रमागत उन्नति
patiently,धैर्यपूर्वक
survey,सर्वेक्षण
dug,खोदा
amuse,मन बहलाना
stretching,खींच
Isaac,इसहाक
forthwith,तुरंत
contemporary,समकालीन
foliage,पत्ते
receives,प्राप्त करना
donors,दाताओं
deliberate,सोचा-समझा
influenced,प्रभावित
intolerable,न सहने योग्य
hearth,भट्ठी
symbol,"चिन्ह, प्रतीक"
governments,सरकारों
pleasantly,सुख से
homage,श्रद्धा
victorious,विजयी
Columbus,कोलंबस
recovery,स्वास्थ्य लाभ
defined,परिभाषित
attendants,परिचारिकाओं
modesty,नम्रता
Diana,डायना
washing,धुलाई
pavement,सड़क की पटरी
unnatural,अस्वाभाविक
decisive,निर्णयक
wisely,समझदारी से
precise,एकदम सही
negative,नकारात्मक
occurrence,घटना
snatched,छीन लिया
shaft,शाफ़्ट
linked,जुड़े हुए
Jove,जौव
visions,सपने
Maggie,मैगी
rosy,गुलाबी
carelessly,लापरवाही
stem,तना
corporation,निगम
DEC,दिसम्बर
feeding,खिलाना
Allen,एलन
cows,गायों
schemes,योजनाओं
preference,पसंद
urge,विनती करना
husbands,पति
labours,मजदूरों
shrill,अनिमेष
sovereignty,संप्रभुता
reduce,कम करना
distressed,व्यथित
clearing,क्लियरिंग
removal,निष्कासन
dean,डीन
Scottish,स्कॉटिश
assertion,बल देकर कहना
comedy,कॉमेडी
flush,लालिमा
code,कोड
philosophers,दार्शनिकों
adequate,पर्याप्त
vaguely,थोड़ा
treason,राज-द्रोह
hunter,शिकारी
chambers,कक्षों
split,विभाजित करना
yielding,उपज
newsletter,समाचार पत्रिका
snake,साँप
pub.,पब।
historian,इतिहासकार
ass,नितंब
intensity,तीव्रता
democracy,लोकतंत्र
battery,बैटरी
draws,ड्रॉ
Netherlands,नीदरलैंड
creed,पंथ
Luke,ल्यूक
tyrant,तानाशाह
strove,प्रयास किया
attraction,आकर्षण
slaughter,वध
dismal,निराशाजनक
deposited,जमा किया
assent,अनुमति official agreement to something
cups,कप
concert,संगीत समारोह
downward,नीचे
canal,नहर
evenings,शामें
wax,मोम
detective,जासूसी
fancies,पसंद
spoiled,बिगड़ा हुआ
revolver,रिवाल्वर
Murray,मुरे
earned,अर्जित
analysis,विश्लेषण
finer,महीन
paces,ज्ञान प्राप्त किया
roaring,गर्जन
prompt,तत्पर
paperwork,कागजी कार्रवाई
wherefore,फिर क्या कारण है
emphasis,ज़ोर
sharing,बंटवारे
delayed,देर से
inherited,विरासत में मिला
bronze,पीतल
waking,जाग्रत
garment,परिधान
wholesome,पौष्टिक
remorse,आत्मा ग्लानि
Plato,प्लेटो
Morris,मॉरिस
stooped,गिर
dew,ओस
monk,साधु
thrill,रोमांच
hue,रंग
exclusive,विशिष्ट
funds,फंड
porter,बोझ ढोनेवाला
uncommon,असामान्य
dash,थोड़ा सा
strained,तनावपूर्ण
confounded,चकित
swim,तैरना
middle-aged,अधेड़
ultimately,अंत में
team,टीम
missionary,मिशनरी
esteemed,सम्मानित
tracks,पटरियों
envelope,लिफ़ाफ़ा
whoever,कोई भी हो
expensive,महंगा
headquarters,मुख्यालय
cherished,पोषित
brandy,ब्रांडी
startling,चौंकाने
homer,डाक का कबूतर
talks,बाते
acute,तीव्र
cigarette,सिगरेट
motor,मोटर
embarrassed,शर्मिंदा
Janet,जेनेट
volunteer,स्वयंसेवी
offspring,वंशज
reaches,पहुँचती है
indispensable,अपरिहार्य
reaction,प्रतिक्रिया
regiments,रेजिमेंटों
g,जी
sums,रकम
partially,आंशिक रूप से
prejudices,पूर्वाग्रहों
proudly,गर्व से
baggage,सामान
terrace,छत
deaf,बहरा
allusion,संकेत
grip,पकड़
juice,रस
Isabel,इसाबेल
resigned,इस्तीफा दे दिया
humility,विनम्रता
Benjamin,बेंजामिन
blast,विस्फोट
ministry,मंत्रालय
sexual,यौन
Nile,नील
diameter,व्यास
troop,सेना
onward,आगे
marrying,शादी
tightly,मज़बूती से
sullen,उदास
brutal,क्रूर
axe,कुल्हाड़ी
Holmes,होम्स
penalty,दंड
tops,सबसे ऊपर
diamond,हीरा
boards,बोर्डों
corridor,गलियारे
endowed,संपन्न
strengthened,मजबूत
cells,प्रकोष्ठों
proportions,अनुपात
alternate,एकांतर
echo,गूंज
restraint,संयम
trials,परीक्षणों
reads,पढ़ता
identity,पहचान
headed,नाम से लैस किया
softened,नरम
quivering,स्पंदन
stages,चरणों
sway,बोलबाला
poetical,काव्यगत
objected,आपत्ति की
screen,स्क्रीन
professed,पेशेवर
ascertained,निधारित
era,युग
wider,व्यापक
ambassador,दूत
constituted,गठित
breed,नस्ल
interference,दखल अंदाजी
eyebrows,भौहें
shapes,आकार
afar,दूर
consist,निहित होना
acceptance,स्वीकार
displays,प्रदर्शित करता है
flashing,चमकता
hunted,शिकार
beauties,सुंदरता
lazy,आलसी
shrewd,चालाक
extravagant,फ़िजूल ख़र्च
momentary,क्षणिक
cordial,हार्दिक
engineer,इंजीनियर
rapidity,तेज़ी
Nov,नवम्बर
halt,पड़ाव
alternative,विकल्प
devils,शैतानों
stamp,टिकट
compact,सघन
whites,गोरों
breathless,बेदम
encoding,एन्कोडिंग
drift,अभिप्राय
disappear,गायब होना
roared,to make a loud or deep sound
revived,पुनर्जीवित
counter,विरोध करना
Venus,शुक्र
imaginary,काल्पनिक
diminished,कम
honoured,सम्मानित
5th,5 वीं
despatched,भेजा
objections,आपत्तियों
ray,रे
climbing,चढ़ना
attract,आकर्षित
astonishing,आश्चर्यजनक
competition,मुकाबला
suggestions,सुझाव
ink,स्याही
oft,बहुधा
crystal,क्रिस्टल
shower,बौछार
diseases,बीमारी
obedient,आज्ञाकारी
draught,प्रारूप
wondrous,चमत्कारिक
await,इंतजार
armour,हाथ - या
massive,बड़ा
kin,स्वजन
cellar,तहख़ाना
falsehood,झूठ
philosophical,दार्शनिक
Martha,मरथा
worlds,संसारों
memorable,अविस्मरणीय
Jacques,जैक्स
detected,का पता चला
stealing,चोरी
noisy,कोलाहलयुक्त
henceforth,अब से
Cicero,सिसरौ
laden,लदी
frost,ठंढ
device,उपकरण
glare,चमक
senate,प्रबंधकारिणी समिति
lasting,तक चलने वाले
communion,ऐक्य
transport,यातायात
Constantinople,कांस्टेंटिनोपल
coffin,ताबूत
eventually,आखिरकार
Johnny,छोकरा
enclosed,संलग्न करना
forgiveness,माफी
awfully,भय से
clinging,पकड़
darkened,अन्धेरा
contemplation,चिंतन
termed,करार दिया
manufacture,उत्पादन
swallow,निगलना
commonplace,सामान्य
Nancy,नैंसी
resembled,मची
she'd,छप्पर
labors,मजदूरों
contracted,संकुचित
inscription,शिलालेख
comfortably,आराम से
indulge,लिप्त
indulgence,आसक्ति
bravely,वीरता से
kneeling,घुटना टेककर
keenly,गौर से
exhibition,प्रदर्शनी
enlightened,प्रबुद्ध
quest,खोज
compliments,मुबारकबाद
crest,क्रेस्ट
extension,विस्तार
uneasiness,असहजता
constitute,गठित करना
inflicted,प्रवृत्त
lakes,झील
swing,झूला
meadow,घास का मैदान
noblest,संभ्रांत
downloading,डाउनलोड
complex,जटिल
freed,मुक्त किया गया
resignation,इस्तीफा
tempest,तूफ़ान
guidance,सलाह
prospects,संभावनाओं
humbly,विनम्रतापूर्वक
lined,पंक्तिवाला
serene,निर्मल
shrugged,सरका दिया
roughly,अंदाज़न
checks,चेकों
remarkably,ध्यान से देखने से
dainty,सुन्दर
overhead,भूमि के ऊपर
commencement,प्रारंभ
singularly,अकेले
brightness,चमक
oppression,उत्पीड़न
repeatedly,बार बार
conspiracy,षड़यंत्र
restrain,नियंत्रित करना
splendor,धूम तान
preservation,संरक्षण
pub,पब
pepper,मिर्च
basin,घाटी
creeping,धीरे-धीरे
Matthew,मैथ्यू
publicly,सार्वजनिक रूप
Percy,पर्सी
grove,कुंज
calamity,आपदा
pony,टट्टू
vigour,ताक़त
melody,राग
descendants,वंशज
speculation,अनुमान
discoveries,खोजों
accepts,स्वीकार
drunken,शराबी
candidate,उम्मीदवार
principally,मुख्यतः
worried,चिंतित
obstinate,जिद्दी
hasten,जल्दी करना
foreigners,विदेशियों
elderly,बुज़ुर्ग
overwhelmed,bury or drown beneath a huge mass of something or especially water or defeat completely
instincts,सहज ज्ञान
telegraph,तार
Russell,रसेल
university,विश्वविद्यालय
ghastly,भयंकर
patron,संरक्षक
varying,परिवर्तनीय
barbarous,बर्बर
celestial,स्वर्गीय
t',टी'
patriotism,देश प्रेम
modify,संशोधित
earnestness,ईमानदारी
exertion,तनाव
fox,लोमड़ी
refusing,इनकार
horsemen,सवारों
stations,के स्टेशन
grieved,उदास
louder,जोर
bursting,फोड़
regretted,खेद व्यक्त किया
mournful,शोकपूर्ण
pursuing,पीछा करना
traitor,गद्दार
associations,संघों
cautious,सावधान
foundations,नींव
stamped,स्टाम्प
prior,पूर्व
telegram,तार
beggar,याचक
complicated,उलझा हुआ
Davis,डेविस
striving,प्रयास
magistrates,मजिस्ट्रेटों
converse,उलटा
graces,गौरव
wiped,सफाया
oars,मल्लाहों
apology,क्षमायाचना
scared,डरा हुआ
imprisonment,कैद होना
eastward,पूर्व की ओर जानेवाला
substitute,स्थानापन्न
Yahweh,यहोवा
lodged,दर्ज कराई
of.,का।
villain,खलनायक
banished,निर्वासित
restoration,मरम्मत
hedge,बाड़ा
k,क
jurisdiction,क्षेत्राधिकार
settlers,बसने
gaining,प्राप्त कर रहा
valiant,बहादुर
primary,मुख्य
storms,तूफान
beam,खुशी से उछलना
Victoria,विक्टोरिया
prophecy,भविष्यवाणी
spectacles,चश्मा
obsolete,अप्रचलित
buying,क्रय करना
shepherd,चरवाहा
wells,कुओं
Harriet,हेरिएट
exaggerated,regarded or represented as larger or better or worse than in reality
heated,तप्त
penetrated,प्रवेश
travels,यात्रा
earl,राजा
hereditary,अनुवांशिक
Ali,अली
supernatural,अलौकिक
piled,नुकीला
hostess,मालकिन
agriculture,कृषि
boughs,टहनियों
urgent,अति आवश्यक
suffice,पर्याप्त
ports,बंदरगाहों
drifted,हो गए
accuracy,शुद्धता
deceased,मृतक
circular,परिपत्र
securing,हासिल करने
possibilities,संभावनाओं
Rhine,राइन
alert,चेतावनी
neighboring,पड़ोसी
democratic,लोकतांत्रिक
Quebec,क्यूबेक
bud,कली
accounted,जिम्मेदार
aided,एडेड
blanket,कंबल
hail,ओला
pretence,दिखावा
beams,बीम
Andy,एंडी
pig,सुअर
shaped,आकार का
oven,तंदूर
rounded,गोल
ivory,हाथी दांत
northward,उत्तर की ओर
isolated,पृथक
policeman,पोलिस वाला
Aug,अगस्त
conventional,पारंपरिक
Babylon,बेबीलोन
dusty,मटमैला
bishops,बिशप
complaints,शिकायतों
stripped,छीन
plead,निवेदन करना
hinder,बाधा पहुंचाना
8vo,8vo
cord,रस्सी
flows,बहती
personage,व्यक्ति
classical,क्लासिक
alongside,साथ - साथ
wrongs,गलतियों को सुधारने
extract,निचोड़
rewarded,पुरस्कृत
lungs,फेफड़े
lighter,लाइटर
kisses,चुम्बने
serves,कार्य करता है
pint,पिंट
forgiven,माफ़ कर दिया
sternly,कड़ाई से
proclamation,घोषणा
realised,समझना
pipes,पाइप्स
arising,उत्पन्न
pitched,पिच
tube,ट्यूब
observer,देखने वाला
smote,धब्बा
avenue,मार्ग
elephant,हाथी
Burke,मना करना
footing,आधार
statesman,राजनेता
rebels,विद्रोहियों
nails,नाखून
doomed,अपराधी
edges,किनारों
Esther,एस्थर
Indiana,इंडियाना
affecting,प्रभावित करने वाले
bee,मधुमक्खी
bury,दफ़नाना
efficient,दक्ष
Word,शब्द
supporting,सहायक
actor,अभिनेता
sweat,पसीना
executive,कार्यपालक
seemingly,मालूम होता है
tenth,दसवां
blossoms,फूल
Ethel,इथेल
folds,परतों
polish,पोलिश
shudder,कंपकंपी
roofs,छतों
comparative,तुलनात्मक
begging,भीख मांगना
imposing,भव्य
notable,प्रसिद्ध
imprisoned,बन्दी
mute,आवाज़ बंद करना
cage,पिंजरा
esq,एस्क
pg,स्नातकोत्तर
cured,ठीक हो
cargo,माल
prof.,प्रो
negotiations,वार्ता
assented,अनुमति प्राप्त करनी होती
jail,जेल
skilful,कुशल
ideals,आदर्शों
conferred,प्रदत्त
resulted,परिणामस्वरूप
illusion,मोह माया
torment,यातना
troublesome,परेशानी
crowns,मुकुट
Feb,फ़रवरी
repentance,पछतावा
blankets,कम्बल
proprietor,मालिक
uncertainty,अनिश्चितता
concentrated,केंद्रित
Mediterranean,आभ्यंतरिक
covers,कवर
scream,चीख
compromise,समझौता
respectful,विनीत
chariot,रथ
ammunition,गोलाबारूद
bonnet,ढक्कन
secondary,माध्यमिक
Persia,फारस
persecution,उत्पीड़न
lesser,कमतर
assistant,सहायक
saluted,सलाम किया
fits,फिट
indulged,उकसाया हुआ
springing,वसंत
cane,बेंत
fold,तह
boundary,सीमा
valued,महत्वपूर्ण
she'll,सीप
rugged,ऊबड़ - खाबड़
aloft,ऊपर
parlour,पार्लर
indebted,ऋणी
tons,टन
processes,प्रक्रियाओं
Moore,मूर
argue,बहस करना
dearly,नरमी से
logic,तर्क
panic,घबराहट
restrained,स्र्द्ध
lb,lb
vainly,व्यर्थ से
weariness,थकावट
enlarged,बढ़े
Franklin,फ्रेंकलिन
tasted,चखा
rural,ग्रामीण
torrent,टोरेंट
resolute,दृढ़
refrain,रोकना
kissing,चुंबन
gorgeous,मनमोहक
meets,को पूरा करती है
circulation,प्रसार
passionately,पूरी भावना
unexpectedly,अप्रत्याशित रूप से
stress,तनाव
consumption,उपभोग
groan,make a deep inarticulate sound conveying pain or despair or pleasure
suits,सूट
sustain,बनाए रखना
hosts,मेजबान
crash,टकरा जाना
resemble,समान होना
epoch,युग
quote,उद्धरण
lacking,कमी
nominally,नाममात्र
choked,चोक हो चुके
aristocracy,शिष्टजन
granite,ग्रेनाइट
gradual,क्रमिक
delights,प्रसन्न
hurled,फेंके
joyful,आनंदपूर्ण
sack,थैला
slumber,नींद
detached,जुदा जुदा
snapped,बोले
shadowy,छायादार
accompanying,साथ में
annoyance,चिढ़
crush,चूर-चूर करना
needle,सुई
repent,मन फिराओ
phenomenon,तथ्य
execute,निष्पादित
canst,कैनस्ट
smoked,स्मोक्ड
greet,नमस्कार
monarchy,साम्राज्य
behave,ठीक से व्यवहार करना
richly,बड़े पैमाने पर
controlled,को नियंत्रित
strive,कोशिश करना
endeavor,प्रयास
barrier,रुकावट
politeness,शील
flora,वनस्पति
rely,भरोसा करना
flank,दिशा
convenience,सुविधा
courteous,विनम्र
logs,लॉग
lamb,मेमना
effectually,असर में
Robinson,रॉबिन्सन
logical,तार्किक
shan't,नहीं
dimly,dimly
withered,मुरझाया हुआ
diet,आहार
praises,प्रशंसा
fulfil,पूरा
mantle,आच्छादन
ne'er,कदापि नहीं
discussing,पर चर्चा
chicken,मुर्गा
judicial,अदालती
consistent,लगातार
ridicule,उपहास
as.,जैसा।
reins,लगाम
barrel,बैरल
distrust,शक
trunks,चड्डी
verily,वास्तव में
hunters,शिकारी
feather,पंख
desperately,सख्त or अत्‍यधिक
goodly,सुडौल
habitual,अभ्यस्त
voluntary,स्वैच्छिक
luncheon,लंच
eighteenth,अठारहवाँ
exertions,थकान
expert,विशेषज्ञ
coolly,आराम से
tedious,दिलचस्प
contemplated,विचार
Clark,क्लार्क
jacket,जैकेट
gleaming,चमचमाती
shrank,सिकुड़ गया
swimming,तैराकी
Kent,केंट
perplexed,विकल
impressive,प्रभावशाली
universally,सार्वभौमिक
displeasure,अप्रसन्नता
maids,नौकरानी
rates,दरें
underneath,नीचे
expedient,उपाय
Emma,एम्मा
impress,प्रभावित करना
bees,मधुमक्खियों
bounded,घिरे
worshipped,पूजा की
resisted,विरोध
provincial,प्रांतीय
popularity,लोकप्रियता
baker,"बेकर, नानबाई"
merciful,कृपालु
olive,जैतून
tramp,आवारा
compensation,नुकसान भरपाई
Ernest,अर्नेस्ट
genial,मिलनसार
Syria,सीरिया
conjecture,अनुमान लगाना
van,वैन
waiter,परिचारक
detained,हिरासत में लिया
items,सामान
promote,को बढ़ावा देना
Delaware,डेलावेयर
covenant,नियम
nought,शून्य
interposed,परस्पर
